country,iso3,region,subregion,year,authority,authority_band,enforcement_capacity,enforcement_capacity_band,information_control,information_control_band,institutional_capacity,institutional_capacity_band,legitimacy,legitimacy_band,resource_concentration,resource_concentration_band,prototype_note
Ethiopia,ETH,Africa,Eastern Africa,1990,41.2,Medium,48.0,Medium,42.1,Medium,31.6,Low,48.1,Medium,54.3,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2003,58.0,Medium,45.7,Medium,46.1,Medium,45.8,Medium,54.2,Medium,55.7,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2004,57.1,Medium,44.4,Medium,45.8,Medium,45.6,Medium,53.1,Medium,56.1,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2005,55.5,Medium,43.5,Medium,45.7,Medium,46.1,Medium,52.9,Medium,56.5,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2006,54.4,Medium,41.4,Medium,46.2,Medium,45.6,Medium,51.7,Medium,57.1,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2007,53.2,Medium,40.3,Medium,45.7,Medium,46.2,Medium,51.4,Medium,57.1,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2008,52.3,Medium,40.2,Medium,45.4,Medium,46.1,Medium,51.3,Medium,57.7,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2009,52.7,Medium,40.3,Medium,45.3,Medium,45.9,Medium,50.5,Medium,56.8,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2010,53.0,Medium,40.7,Medium,44.2,Medium,45.9,Medium,51.3,Medium,55.8,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2011,54.2,Medium,41.5,Medium,43.1,Medium,47.8,Medium,53.2,Medium,54.8,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2012,54.7,Medium,42.6,Medium,42.9,Medium,48.3,Medium,53.6,Medium,53.3,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2013,54.7,Medium,43.2,Medium,42.3,Medium,49.5,Medium,54.5,Medium,52.5,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2014,55.5,Medium,44.2,Medium,41.1,Medium,50.8,Medium,55.3,Medium,52.9,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2015,55.6,Medium,45.9,Medium,41.5,Medium,50.6,Medium,55.0,Medium,53.3,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2016,55.8,Medium,46.0,Medium,41.6,Medium,51.4,Medium,55.0,Medium,53.6,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2017,55.9,Medium,46.0,Medium,42.2,Medium,51.0,Medium,54.8,Medium,54.0,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2018,56.1,Medium,46.0,Medium,43.5,Medium,49.3,Medium,54.1,Medium,54.5,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2019,56.6,Medium,45.6,Medium,43.8,Medium,49.6,Medium,54.9,Medium,55.0,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2020,56.6,Medium,46.0,Medium,44.0,Medium,49.5,Medium,55.5,Medium,55.5,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2021,57.0,Medium,46.6,Medium,45.2,Medium,49.7,Medium,55.4,Medium,54.5,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2022,57.9,Medium,48.5,Medium,45.8,Medium,50.4,Medium,55.2,Medium,55.0,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2023,58.7,Medium,48.7,Medium,46.7,Medium,49.6,Medium,55.4,Medium,54.6,Medium,Synthetic safe prototype data; not factual.
Uganda,UGA,Africa,Eastern Africa,2024,58.7,Medium,49.1,Medium,47.7,Medium,50.2,Medium,56.2,Medium,55.5,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1990,52.3,Medium,44.9,Medium,29.3,Low,43.5,Medium,42.6,Medium,52.2,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1991,52.6,Medium,43.8,Medium,29.7,Low,43.7,Medium,42.5,Medium,51.8,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1992,52.3,Medium,43.1,Medium,30.3,Low,43.8,Medium,42.4,Medium,53.3,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1993,52.0,Medium,43.0,Medium,31.0,Low,44.4,Medium,43.0,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1994,51.9,Medium,43.2,Medium,31.5,Low,45.5,Medium,43.0,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1995,51.5,Medium,43.5,Medium,31.2,Low,45.9,Medium,41.8,Medium,52.8,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1996,51.9,Medium,44.5,Medium,30.8,Low,46.1,Medium,41.6,Medium,53.7,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1997,51.6,Medium,44.8,Medium,31.1,Low,46.2,Medium,42.6,Medium,54.7,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1998,52.1,Medium,45.2,Medium,32.7,Low,46.1,Medium,43.3,Medium,53.3,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,1999,51.7,Medium,45.6,Medium,33.2,Low,46.4,Medium,44.2,Medium,53.6,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2000,51.0,Medium,45.3,Medium,34.1,Low,47.1,Medium,43.8,Medium,54.2,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2001,50.9,Medium,44.6,Medium,34.5,Low,47.4,Medium,45.4,Medium,53.4,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2002,50.9,Medium,44.2,Medium,34.9,Low,47.6,Medium,45.5,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2003,49.5,Medium,44.3,Medium,35.7,Low,47.6,Medium,45.6,Medium,53.6,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2004,49.0,Medium,44.4,Medium,35.4,Low,46.6,Medium,45.2,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2005,48.7,Medium,44.6,Medium,35.6,Low,46.7,Medium,45.5,Medium,53.4,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2006,48.8,Medium,43.8,Medium,36.1,Low,46.5,Medium,46.3,Medium,51.8,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2007,49.1,Medium,43.7,Medium,36.8,Low,46.2,Medium,46.5,Medium,51.3,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2008,48.4,Medium,43.1,Medium,36.7,Low,44.6,Medium,46.0,Medium,51.0,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2009,48.1,Medium,43.0,Medium,37.1,Low,44.6,Medium,44.6,Medium,50.9,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2010,48.3,Medium,41.6,Medium,37.1,Low,43.3,Medium,44.0,Medium,51.3,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2011,48.7,Medium,40.9,Medium,37.0,Low,42.3,Medium,43.6,Medium,51.8,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2012,48.1,Medium,40.1,Medium,36.8,Low,41.0,Medium,41.6,Medium,51.2,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2013,47.9,Medium,39.3,Low,36.2,Low,39.8,Low,40.5,Medium,51.6,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2014,48.0,Medium,38.6,Low,35.5,Low,39.1,Low,40.9,Medium,51.3,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2015,47.2,Medium,37.8,Low,35.6,Low,38.7,Low,40.4,Medium,50.9,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2016,47.2,Medium,37.3,Low,35.0,Low,38.0,Low,39.8,Low,51.5,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2017,46.9,Medium,37.4,Low,35.3,Low,38.0,Low,38.7,Low,52.5,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2018,46.9,Medium,38.2,Low,34.2,Low,38.9,Low,38.7,Low,51.8,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2019,47.2,Medium,38.7,Low,33.6,Low,40.6,Medium,39.0,Low,51.5,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2020,47.0,Medium,39.5,Low,32.5,Low,40.7,Medium,39.4,Low,51.8,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2021,47.3,Medium,40.5,Medium,32.3,Low,41.4,Medium,39.8,Low,51.8,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2022,46.9,Medium,41.0,Medium,31.9,Low,41.8,Medium,40.6,Medium,51.2,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2023,46.9,Medium,41.8,Medium,31.3,Low,43.9,Medium,41.4,Medium,51.9,Medium,Synthetic safe prototype data; not factual.
Zambia,ZMB,Africa,Eastern Africa,2024,47.9,Medium,42.4,Medium,31.5,Low,45.3,Medium,41.4,Medium,51.7,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1990,43.2,Medium,37.8,Low,42.3,Medium,38.9,Low,46.9,Medium,60.7,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1991,43.6,Medium,37.4,Low,42.0,Medium,38.7,Low,46.6,Medium,60.1,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1992,44.2,Medium,37.3,Low,42.5,Medium,37.9,Low,45.9,Medium,60.0,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1993,44.3,Medium,37.8,Low,42.9,Medium,38.0,Low,46.3,Medium,59.8,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1994,44.4,Medium,36.6,Low,43.8,Medium,38.2,Low,46.1,Medium,59.1,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1995,45.2,Medium,35.8,Low,45.2,Medium,37.9,Low,46.7,Medium,59.8,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1996,44.8,Medium,35.0,Low,46.3,Medium,37.8,Low,46.7,Medium,60.9,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1997,44.5,Medium,34.1,Low,46.7,Medium,37.8,Low,47.4,Medium,62.2,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1998,45.5,Medium,34.2,Low,46.3,Medium,38.8,Low,47.7,Medium,61.8,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,1999,46.3,Medium,34.7,Low,47.0,Medium,39.5,Low,48.2,Medium,62.6,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2000,46.9,Medium,34.7,Low,46.4,Medium,40.7,Medium,49.3,Medium,63.3,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2001,46.7,Medium,35.5,Low,46.0,Medium,41.9,Medium,50.0,Medium,63.7,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2002,45.9,Medium,35.5,Low,46.5,Medium,42.2,Medium,50.4,Medium,64.6,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2003,44.5,Medium,35.3,Low,47.5,Medium,42.2,Medium,49.1,Medium,65.1,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2004,44.6,Medium,35.2,Low,46.9,Medium,42.8,Medium,48.8,Medium,65.6,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2005,45.2,Medium,35.2,Low,46.4,Medium,42.2,Medium,49.6,Medium,66.5,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2006,45.3,Medium,36.8,Low,45.0,Medium,43.0,Medium,50.6,Medium,65.9,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2007,46.7,Medium,38.3,Low,44.6,Medium,43.7,Medium,50.4,Medium,65.4,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2008,46.1,Medium,39.2,Low,44.0,Medium,44.2,Medium,49.9,Medium,64.8,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2009,45.4,Medium,40.1,Medium,42.6,Medium,44.0,Medium,49.6,Medium,65.1,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2010,45.5,Medium,40.4,Medium,41.5,Medium,44.1,Medium,49.3,Medium,64.5,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2011,46.2,Medium,41.0,Medium,41.5,Medium,43.5,Medium,48.7,Medium,64.5,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2012,45.8,Medium,41.5,Medium,40.6,Medium,43.1,Medium,47.9,Medium,63.5,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2013,45.9,Medium,41.8,Medium,40.4,Medium,42.6,Medium,47.4,Medium,63.4,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2014,44.2,Medium,41.8,Medium,39.5,Low,41.8,Medium,47.4,Medium,62.1,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2015,43.1,Medium,41.7,Medium,39.9,Low,40.8,Medium,46.8,Medium,61.8,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2016,43.1,Medium,40.7,Medium,39.4,Low,40.2,Medium,46.2,Medium,60.7,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2017,42.7,Medium,39.5,Low,40.0,Medium,39.8,Low,45.9,Medium,60.0,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2018,42.2,Medium,39.4,Low,40.0,Medium,38.9,Low,45.4,Medium,59.2,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2019,42.7,Medium,38.8,Low,40.2,Medium,38.0,Low,45.1,Medium,58.7,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2020,43.1,Medium,38.5,Low,40.5,Medium,37.8,Low,45.6,Medium,58.9,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2021,43.4,Medium,37.6,Low,40.7,Medium,37.6,Low,45.0,Medium,58.3,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2022,43.3,Medium,37.8,Low,41.0,Medium,38.1,Low,44.8,Medium,58.0,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2023,44.4,Medium,36.3,Low,41.6,Medium,38.1,Low,45.5,Medium,56.4,Medium,Synthetic safe prototype data; not factual.
Zimbabwe,ZWE,Africa,Eastern Africa,2024,44.7,Medium,36.1,Low,42.3,Medium,38.7,Low,47.2,Medium,56.2,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1990,33.9,Low,42.6,Medium,36.8,Low,41.0,Medium,45.8,Medium,59.5,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1991,34.6,Low,42.1,Medium,38.4,Low,40.8,Medium,45.3,Medium,59.5,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1992,34.8,Low,40.2,Medium,39.2,Low,40.4,Medium,44.0,Medium,59.0,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1993,35.2,Low,39.4,Low,40.7,Medium,39.8,Low,42.9,Medium,58.9,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1994,35.2,Low,38.8,Low,41.9,Medium,39.1,Low,42.2,Medium,59.1,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1995,35.7,Low,38.8,Low,44.6,Medium,39.4,Low,42.1,Medium,59.5,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1996,35.3,Low,38.6,Low,45.8,Medium,40.2,Medium,42.5,Medium,60.1,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1997,36.6,Low,38.2,Low,46.7,Medium,41.2,Medium,43.7,Medium,59.5,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1998,37.1,Low,39.4,Low,47.3,Medium,41.6,Medium,44.6,Medium,59.9,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,1999,37.6,Low,41.2,Medium,48.1,Medium,42.5,Medium,45.2,Medium,60.3,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2000,39.3,Low,42.8,Medium,47.8,Medium,43.8,Medium,46.3,Medium,60.3,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2001,40.5,Medium,44.5,Medium,46.9,Medium,44.8,Medium,48.1,Medium,60.7,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2002,41.7,Medium,45.2,Medium,46.2,Medium,45.3,Medium,49.0,Medium,60.1,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2003,42.6,Medium,47.1,Medium,45.9,Medium,46.4,Medium,49.6,Medium,58.9,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2004,42.8,Medium,48.2,Medium,45.9,Medium,46.3,Medium,49.4,Medium,58.3,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2005,43.1,Medium,49.7,Medium,45.6,Medium,46.6,Medium,49.4,Medium,58.2,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2006,43.1,Medium,49.9,Medium,44.2,Medium,47.5,Medium,48.8,Medium,57.9,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2007,43.7,Medium,50.8,Medium,43.1,Medium,47.9,Medium,48.8,Medium,58.2,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2008,42.1,Medium,50.3,Medium,43.2,Medium,47.0,Medium,48.2,Medium,57.8,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2009,41.0,Medium,50.5,Medium,42.7,Medium,46.4,Medium,46.4,Medium,57.6,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2010,41.3,Medium,48.5,Medium,42.1,Medium,45.1,Medium,44.5,Medium,57.2,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2011,39.8,Low,47.5,Medium,41.4,Medium,44.1,Medium,42.5,Medium,57.7,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2012,38.9,Low,46.3,Medium,41.3,Medium,43.3,Medium,40.9,Medium,57.6,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2013,38.8,Low,44.7,Medium,40.8,Medium,42.6,Medium,40.4,Medium,57.5,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2014,37.8,Low,44.1,Medium,40.6,Medium,42.0,Medium,39.6,Low,57.9,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2015,37.5,Low,44.4,Medium,40.4,Medium,41.7,Medium,39.1,Low,57.9,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2016,37.8,Low,43.8,Medium,40.3,Medium,42.0,Medium,39.1,Low,57.4,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2017,39.4,Low,43.8,Medium,40.4,Medium,42.1,Medium,39.7,Low,56.1,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2018,39.3,Low,43.4,Medium,40.6,Medium,42.0,Medium,40.5,Medium,56.2,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2019,39.4,Low,43.7,Medium,40.9,Medium,42.8,Medium,40.3,Medium,55.6,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2020,40.2,Medium,43.7,Medium,41.7,Medium,43.4,Medium,39.6,Low,55.6,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2021,41.3,Medium,43.5,Medium,42.1,Medium,44.8,Medium,40.2,Medium,55.8,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2022,42.5,Medium,44.6,Medium,43.6,Medium,45.0,Medium,40.5,Medium,55.1,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2023,43.5,Medium,43.9,Medium,44.4,Medium,46.0,Medium,41.1,Medium,55.1,Medium,Synthetic safe prototype data; not factual.
Angola,AGO,Africa,Middle Africa,2024,44.5,Medium,44.6,Medium,45.7,Medium,47.0,Medium,41.9,Medium,54.4,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1990,41.7,Medium,47.8,Medium,40.0,Low,41.4,Medium,44.6,Medium,54.1,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1991,43.3,Medium,48.5,Medium,40.2,Medium,40.8,Medium,44.4,Medium,53.1,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1992,43.6,Medium,48.5,Medium,39.9,Low,40.0,Low,44.4,Medium,51.7,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1993,44.0,Medium,49.6,Medium,39.5,Low,40.0,Low,45.0,Medium,50.7,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1994,44.6,Medium,49.8,Medium,40.1,Medium,40.4,Medium,45.0,Medium,50.0,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1995,44.5,Medium,50.8,Medium,40.5,Medium,40.6,Medium,46.1,Medium,49.9,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1996,43.9,Medium,50.7,Medium,40.8,Medium,40.9,Medium,46.2,Medium,49.3,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1997,44.0,Medium,51.7,Medium,41.6,Medium,40.8,Medium,46.4,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1998,43.9,Medium,52.1,Medium,41.4,Medium,41.8,Medium,47.1,Medium,49.2,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,1999,43.3,Medium,52.4,Medium,41.4,Medium,42.6,Medium,47.6,Medium,48.5,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,2000,41.9,Medium,51.4,Medium,42.4,Medium,42.7,Medium,47.3,Medium,49.7,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,2001,40.1,Medium,49.6,Medium,44.2,Medium,43.2,Medium,46.6,Medium,50.3,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,2002,40.1,Medium,48.6,Medium,44.0,Medium,43.0,Medium,46.3,Medium,50.3,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,2003,40.0,Medium,48.9,Medium,42.9,Medium,43.7,Medium,46.7,Medium,49.4,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,2004,40.1,Medium,49.3,Medium,42.8,Medium,44.5,Medium,47.1,Medium,48.6,Medium,Synthetic safe prototype data; not factual.
Cameroon,CMR,Africa,Middle Africa,2005,39.4,Low,50.2,Medium,43.3,Medium,45.4,Medium,47.5,Medium,48.5,Medium,Synthetic safe prototype data; not factual.
